City_Name,SampleSite_ID,SamplePoint_ID,SampleLayer_ID,Borehole_Ksat_cmhr,BoreholeMeasurementDepth_cm,UpperDepth_cm,LowerDepth_cm,Kunsat_cmh,Park_Name,Latitude,Longitude,Land_Use,Sample_Layer,Surface_Subsurface,Layer_Designation,Total_HorizonDepth_cm,HR_Depth,Horizon,Horizon_Simple,ParentMaterials,Color,Primary_Color,Hue,Value,Chroma,numeric_texture,Texture,Predicted_Sand,Predicted_silt,Predicted_clay,Percent_Sand,Percent_Silt,Percent_Clay,VC_Sand_Percent,C_Sand_Percent,M_Sand_Percent,F_Sand_Percent,VF_Sand_Percent,Percent_Rock_Fragment,pHpH_Res_entry,M3_P_ppm,M3_K_ppm,M3_Mg_ppm,M3_Ca_ppm,pH_Acidity_Index,M3_CEC,K_Saturation_Percent,Mg_Saturation_Percent,Ca_Saturation_Percent,Salts,Exchangeable_Na,Zinc_ppm,Copper_ppm,Sulfur_ppm,Percent_Carbon,Percent_Nitrogen
Cincinnati,CIS30,CIP61,CIS30CIP61L1,,,0,5,0.144827586,Rapid Run Park,39.12,-84.59,NATIVE,1,Surface,Surface,5,,^A,A,Anthropogenic/Till/Residual,10YR 3/3,10YR 3/3,10YR,3,3,NA,sil,#REF!,#REF!,#REF!,8.93,53.74,37.33,,,,,,5,7.48,73,245,297,6151.3,0,18.1,3.5,13.7,82.9,,,4.18,3.7,32.47,6.32,0.51
Omaha,OS7,OP16,OS7OP16L3,0.068,135,97,173,,Hitchcock,41.21,-95.98,,3,Subsurface,HR 1,76.2,96.52,Bt2(k),B,Aeolian,2.5Y 5/6,2.5Y 5/6,,,,NA,sil,#REF!,#REF!,#REF!,9,61.6,29.3,,,,,,,8.1,11,208,597,5631,0,20.5,2.6,24.3,73.1,,,1.4,3.3,8.6,0.59,0.02
Cincinnati,CIS17,CIP34,CIS17CIP34L1,,,0,10,0.124137931,,39.12,-84.55,NATIVE,1,Surface,Surface,10,,Ap,A,Till/Residual,10YR 4/2,10YR 4/2,10YR,4,2,NA,sil,#REF!,#REF!,#REF!,9.02,51.75,39.23,,,,,,0,7.62,92,227,313,5948.2,0,18.19,3.2,14.3,82.5,,,18.5,7.2,20.51,2.73,0.2
Cincinnati,CIS21,CIP43,CIS21CIP43L2,0.423998425,62,20,65,,,39.12,-84.57,FILL,2,Subsurface,HR 1,45,20,^C2u,C,,2.5Y 7/4; 2.5Y 8/2,2.5Y 7/4,2.5Y,7,4,NA,sicl,#REF!,#REF!,#REF!,9.13,57.67,33.2,,,,,,20,8.2,7,137,294,5821.5,0,17.8,2,13.8,84.3,,,4.44,2.45,18.04,1.23,0.06
Cincinnati,CIS15,CIP30,CIS15CIP30L4,0.328023394,91,72,120,,,39.13,-84.55,NATIVE,4,Subsurface,HR 1,48,72,2C3,C,,2.5Y 6/4,2.5Y 6/4,2.5Y,6,4,NA,sil,#REF!,#REF!,#REF!,9.18,54.46,36.36,,,,,,10,8.13,2,100,274,6963.2,0,17.54,1.5,13,85.5,,,0.94,2.04,44.77,1.72,0.06
Cincinnati,CIS13,CIP27,CIS13CIP27L1,,,0,13,1.034482759,,39.13,-84.57,FILL,1,Surface,Surface,13,,^Au,A,Anthropogenic/Till/Residual,10YR 4/3,10YR 4/3,10YR,4,3,NA,sil,#REF!,#REF!,#REF!,9.19,64.78,26.03,,,,,,10,7.67,113,335,319,4908.8,0,18.52,4.6,14.4,81,,,15.81,7.41,17.56,3.03,0.17
Cleveland,CLS33,CLP67,CLS33CLP67L2,0.022324743,60,42,80,,,41.46,-81.64,NATIVE,2,Subsurface,HR 1,38,42,2C,C,,10YR 5/6,10YR 5/6,10YR,5,6,NA,scl,#REF!,#REF!,#REF!,9.28,54.19,36.53,,,,,,0,5.2,3,95,276,1530,6.3,16.5,1.5,13.9,46.4,,,3.5,2.7,40.1,0.5,0.06
Cleveland,CLS1,CLP1,CLS1CLP1L1,,,0,33,1.22,,41.55,-81.57,FILL,1,Surface,Surface,33,,^Au,A,Anthropogenic over Residual,2.5Y 5/3,2.5Y 5/3,2.5Y,5,3,NA,sicl,#REF!,#REF!,#REF!,9.51,58.03,32.45,,,,,,0,6.8,69,141,306,3473.74,0,15.75,2.3,16.2,81.5,,,28.3,17.1,21.8,2.7,0.23
Detroit,DS18,DP33,DS18DP33L4,0.2913,138,122,152,,,42.41,-83.02,DISTURBED,4,Subsurface,HR 1,30.48,121.92,2C3,C,Glacial Till,10YR 5/1; 10YR 4/6,10YR 5/1,10YR,5,1,NA,c,#REF!,#REF!,#REF!,9.6,22.7,67.6,5.41,5.41,13.51,29.73,45.95,,7.9,4,131,809,2759,0,20.9,1.6,32.3,66.1,,,0.9,2.4,66.7,0.42,0.06
Omaha,OS14,OP30,OS14OP30L1,,,0,25,,Turner,41.25,-95.96,,1,Surface,Surface,25.4,,Ap,A,Aeolian,10YR 3/2,10YR 3/2,,,,NA,sicl,#REF!,#REF!,#REF!,9.6,60.2,30.3,,,,,,,6.7,76,422,502,3547,2,22.3,4.9,18.8,67.4,,,11.8,3.7,14.9,3.01,0.29
Omaha,OS1,OP1,OS1OP1L3,0.007,107,91,122,,Adams,41.29,-95.97,,3,Subsurface,HR 1,30.48,91.44,^Cg,C,Anthropogenic,10YR 5/2,10YR 5/2,,,,NA,sicl,#REF!,#REF!,#REF!,9.9,56.6,33.5,,,,,,,7.5,16,216,517,2972,0,19.7,2.8,21.8,75.3,,,1.5,4.9,36.9,1.01,0.1
Cincinnati,CIS3,CIP5,CIS3CIP5L2,0.636606687,88,25,140,,,39.13,-84.56,NATIVE,2,Subsurface,HR 1,115,25,^C2u,C,,10YR 4/4,10YR 4/4,10YR,4,4,NA,l,#REF!,#REF!,#REF!,10.29,59.6,30.12,,,,,,35,7.63,5,160,418,6900,0,18.89,2.2,18.4,79.4,,,3.27,3.94,809.87,2.46,0.05
Cincinnati,CIS23,CIP46,CIS23CIP46L3,0.033698689,97,45,110,,,39.12,-84.58,NATIVE,3,Subsurface,HR 1,65,45,2C3,C,,10YR 5/6,10YR 5/6,10YR,5,6,NA,sicl,#REF!,#REF!,#REF!,10.35,57.6,32.04,,,,,,0,5.69,29,69,206,2134.6,8.1,20.67,0.9,8.3,51.6,,,1.64,1.47,55.52,0.39,0.04
Cincinnati,CIS29,CIP59,CIS29CIP59L3,0.066860129,64,,,,Glenway Park,39.11,-84.56,NATIVE,3,Subsurface,HR 1,,0,3,,,,,,,,NA,sicl,#REF!,#REF!,#REF!,10.39,54.5,35.11,,,,,,,7.92,62,166,415,6585.9,0,18.88,2.3,18.3,79.4,,,6.78,3.45,6.65,1.66,0.06
Omaha,OS11,OP24,OS11OP24L1,,,0,15,,Pine and 50th,41.24,-95.99,,1,Surface,Surface,15.24,,A,A,Aeolian,10YR 3/2,10YR 3/2,,,,NA,sicl,#REF!,#REF!,#REF!,10.4,57.4,32.2,,,,,,,7,23,323,494,3028,0,19.9,4.2,20.6,75.2,,,6.8,2.8,13.3,1.41,0.16
Omaha,OS9,OP18,OS9OP18L3,0.331,140,97,183,,Paxton,41.3,-95.96,,3,Subsurface,HR 1,86.36,96.52,2C1,C,Alluvial,10YR 3/1,10YR 3/1,,,,NA,sicl,#REF!,#REF!,#REF!,10.6,55.9,33.5,,,,,,,7.8,49,2121,650,3806,0,21,2.6,25.8,71.6,,,16.2,5.4,12.7,1.46,0.12
Detroit,DS8,DP15,DS8DP15L3,0,126,122,152,,,42.4,-83.25,DISTURBED,3,Subsurface,HR 1,30.48,121.92,^Cu,C,Anthropogenic,10YR 5/4,10YR 5/4,10YR,5,4,NA,sicl,#REF!,#REF!,#REF!,10.8,59.3,30,11.54,3.85,7.69,15.38,61.54,5,8.2,3,72,489,5143,0,19.3,1,21.2,77.9,,,0.9,2.7,21.3,2.72,0.03
Detroit,DS21,DP40,DS21DP40L4,26.7187,104,91,193,,,42.41,-83.02,UNDISTURBED,4,Subsurface,HR 1,101.6,91.44,2C1,C,Glacial Till,10YR 5/4,10YR 5/4,10YR,5,4,NA,c,#REF!,#REF!,#REF!,10.8,26.4,62.8,5.19,7.79,18.18,42.86,25.97,,8.3,4,126,546,7347,0,19.9,1.6,22.9,75.5,,,0.8,2.5,21.9,1.99,0.03
Omaha,OS15,OP32,OS15OP32L3,0.335,191,137,244,,Upland,41.2,-95.96,,3,Subsurface,HR 1,106.68,137.16,A3,A,Aeolian,10YR 2/1,10YR 2/1,,,,NA,sicl,#REF!,#REF!,#REF!,10.9,55.1,34,,,,,,,7,33,241,494,3154,0,19.7,3.1,20.9,76,,,1.9,4.7,23.5,3.8,0.18
Omaha,OS2,OP3,OS2OP3L1,,,0,30,,Bemis,41.27,-95.96,,1,Surface,Surface,30.48,,Ap,A,Aeolian,10YR 2/2,10YR 2/2,,,,NA,sicl,#REF!,#REF!,#REF!,11.1,58.5,30.4,,,,,,,6.9,104,459,521,3208,0,20.5,5.7,21.2,73.1,,,25.2,5.5,13.4,2.21,0.21
Cincinnati,CIS1,CIP1,CIS1CIP1L3,0.026517513,93,25,115,,,39.13,-84.57,NATIVE,3,Subsurface,HR 1,90,25,Bt2,B,,10YR 5/4,10YR 5/4,10YR,5,4,NA,sil,#REF!,#REF!,#REF!,11.14,53.95,34.91,,,,,,0,7.89,12,180,190,6279.1,0,17.04,2.7,9.3,88,,,6.64,3.74,9.04,2.14,0.1
Cincinnati,CIS22,CIP44,CIS22CIP44L1,,,0,5,0.515172414,,39.12,-84.56,NATIVE,1,Surface,Surface,5,,^A,A,Anthropogenic/Till/Residual,2.5Y 5/3,2.5Y 5/3,2.5Y,5,3,NA,sil,#REF!,#REF!,#REF!,11.15,55.28,33.58,,,,,,15,7.9,76,142,318,4366,0,18.01,2,14.7,83.3,,,53.86,38.75,9.6,5.03,0.29
New Orleans,NS5,NP5,NS5NP5L2,0.032447269,25,15,25,,,29.91,-90.01,Park,2,Subsurface,HR 1,10.16,15.24,^A2,A,Anthropogenic,,,10YR,3,2,NA,c,#REF!,#REF!,#REF!,11.2,16.6,72.2,,,,,,,5.8,21,376,1085,3563,7.5,32.5,3,27.8,46.1,,,3.6,7.1,9.5,1.38,0.14
Omaha,OS6,OP11,OS6OP11L5,0.114,137,91,183,,Hanscom,41.24,-95.96,,5,Subsurface,HR 1,91.44,91.44,Bt4,B,Aeolian,5Y 2.5/1,5Y 2.5/1,,,,NA,sil,#REF!,#REF!,#REF!,11.2,62.8,25.9,,,,,,,7.5,78,371,617,5058,0,21.1,4.5,24.4,71.1,,,26.6,5.5,771.4,3.6,0.18
Cincinnati,CIS11,CIP22,CIS11CIP22L1,,,,,0.455172414,,39.13,-84.54,NATIVE,1,Surface,Surface,,,1,,,,,,,,NA,sic,#REF!,#REF!,#REF!,11.23,45.09,43.68,,,,,,,7.64,33,225,320,5658.1,0,18.24,3.2,14.6,82.2,,,21.84,28.02,16.78,3.55,0.26
Omaha,OS6,OP14,OS6OP14L1,,,0,30,,Hanscom,41.24,-95.96,,1,Surface,Surface,30.48,,^A,A,Anthropogenic,10YR 3/2,10YR 3/2,,,,NA,sicl,#REF!,#REF!,#REF!,11.3,60.3,28.4,,,,,,,7.3,29,264,509,4887,0,19.9,3.4,21.3,75.3,,,12.9,3.9,22.1,2.15,0.21
Omaha,OS11,OP23,OS11OP23L1,,,0,30,,Pine and 50th,41.24,-95.99,,1,Surface,Surface,30.48,,^A,A,Anthropogenic,10YR 3/2,10YR 3/2,,,,NA,sicl,#REF!,#REF!,#REF!,11.3,55.1,33.6,,,,,,,6.8,14,256,452,3062,0,19.4,3.4,19.4,77.2,,,4,3.1,14.1,0.85,0.1
Cincinnati,CIS14,CIP28,CIS14CIP28L1,,,0,5,0.889655172,,39.13,-84.55,NATIVE,1,Surface,Surface,5,,^A1u,A,Anthropogenic/Till/Residual,10YR 4/3,10YR 4/3,10YR,4,3,NA,sil,#REF!,#REF!,#REF!,11.43,56.3,32.26,,,,,,10,7.89,34,155,269,5334.5,0,17.64,2.3,12.7,85,,,12.27,9.9,14.63,4.71,0.29
Omaha,OS2,OP4,OS2OP4L2,0.119,51,30,71,,Bemis,41.27,-95.97,,2,Subsurface,HR 1,40.64,30.48,^Bt1,B,Anthropogenic,10YR 4/4,10YR 4/4,,,,NA,sil,#REF!,#REF!,#REF!,11.5,62.6,25.9,,,,,,,8.1,30,204,684,3362,0,21.2,2.5,26.9,70.7,,,3.41,4.1,45.1,0.5,0.03
Portland,PORS19,PORP63,PORS19PORP63L3,0.10722,119,72,150,,Sagamore Village,43.68,-70.32,Passive Lawn,3,Subsurface,HR 1,78,72,Bw2,B,Glacio-Fluvial,10YR 5/4,10YR 5/4,10YR,5,4,NA,sil,#REF!,#REF!,#REF!,11.6,34.6,53.8,0,9.1,9.1,18.2,63.6,,7.1,4,135,525,630,0,7.9,4.4,55.6,10,,,0.9,1.4,5.3,0.11,
Cincinnati,CIS5,CIP10,CIS5CIP10L4,,,80,120,,,39.13,-84.56,FILL,4,Subsurface,HR 1,40,80,^C4u,C,,2.5Y 6/4; 10YR 6/6,2.5Y 6/4,2.5Y,6,4,NA,sic,#REF!,#REF!,#REF!,11.69,57.9,30.4,,,,,,15,8.21,15,110,330,7679.6,0,18.03,1.6,15.3,83.2,,,1.85,1.6,18.07,1.64,0.04
New Orleans,NS5,NP5,NS5NP5L3,,,25,56,,,29.91,-90.01,Park,3,Subsurface,HR 2,30.48,25.4,^Cg1,C,Anthropogenic,,,10YR,4,1,NA,c,#REF!,#REF!,#REF!,11.9,15,73,,,,,,,5.8,18,324,1223,3514,8.7,34.7,2.4,29.4,43.2,,,3.3,6.3,9.5,1.14,0.13
Omaha,OS1,OP2,OS1OP2L1,,,0,30,,Adams,41.29,-95.97,,1,Surface,Surface,30.48,,^A1,A,Anthropogenic,10YR 6/4,10YR 6/4,,,,NA,sicl,#REF!,#REF!,#REF!,12.2,55.3,32.4,,,,,,,7.8,25,275,612,3580,0,20.8,3.4,24.5,72.1,,,10.4,6.1,10.9,1.82,0.15
Omaha,OS6,OP13,OS6OP13L4,0.315,183,122,244,,Hanscom,41.24,-95.96,,4,Subsurface,HR 1,121.92,121.92,2BC,B,Alluvial,10YR 6/4,10YR 6/4,,,,NA,sicl,#REF!,#REF!,#REF!,12.2,59.7,28.2,,,,,,,8.3,6,198,486,6134,0,19.6,2.6,20.7,76.7,,,1.1,2.6,17.3,1.1,0.03
Cincinnati,CIS12,CIP25,CIS12CIP25L2,0.010848074,97,5,120,,,39.13,-84.55,FILL,2,Subsurface,HR 1,115,5,2Btx,B,,2.5Y 6/4,2.5Y 6/4,2.5Y,6,4,NA,sic,#REF!,#REF!,#REF!,12.71,56.49,30.8,,,,,,20,8.07,3,108,297,8890.1,0,17.75,1.6,13.9,84.5,,,7.34,4.76,143.33,2.58,0.06
Omaha,OS6,OP11,OS6OP11L1,,,0,10,,Hanscom,41.24,-95.96,,1,Surface,Surface,10.16,,Ap,A,Aeolian,10YR 3/3,10YR 3/3,,,,NA,sicl,#REF!,#REF!,#REF!,12.8,59.4,27.8,,,,,,,7.7,120,444,973,3607,0,24.2,4.7,33.4,61.9,,,6.7,4.8,22.6,2.05,0.18
Omaha,OS9,OP19,OS9OP19L1,,,0,20,,Paxton,41.3,-95.96,,1,Surface,Surface,20.32,,Ap,A,Aeolian,10YR 3/3,10YR 3/3,,,,NA,sicl,#REF!,#REF!,#REF!,12.8,58.7,28.6,,,,,,,7.8,15,323,490,3987,0,19.9,4.2,20.5,75.3,,,5.6,3.36,12.9,2.73,0.24
Cincinnati,CIS6,CIP12,CIS6CIP12L3,,,,,,,39.13,-84.55,NATIVE,3,Subsurface,HR 1,,0,3,,,,,,,,NA,sicl,#REF!,#REF!,#REF!,13.1,55.34,31.56,,,,,,,8.11,29,147,702,6022.1,0,21.23,1.8,27.6,70.7,,,4.76,3.3,66.56,1.3,0.07
New Orleans,NS20,NP20,NS20NP20L2,0.004467698,55,20,71,,,30.03,-89.96,Vacant Lot,2,Subsurface,HR 1,50.8,20.32,^Cg1,C,Anthropogenic,,,10YR,5,1,NA,c,#REF!,#REF!,#REF!,13.2,29.6,57.2,,,,,,,7.8,20,273,1413,3353,0,27.5,2.5,42.9,54.6,,,3.9,5.9,17.8,1.24,0.1
New Orleans,NS5,NP5,NS5NP5L1,,,0,15,0.169116279,,29.91,-90.01,Park,1,Surface,Surface,15.24,,^A1,A,Anthropogenic,,,10YR,3,2,NA,c,#REF!,#REF!,#REF!,13.3,11.1,75.6,,,,,,,5.9,29,473,984,3596,8.7,33.1,3.7,24.8,45.3,,,6.8,6.4,12.6,3.54,0.34
Omaha,OS14,OP31,OS14OP31L3,0.066,170,112,229,,Turner,41.25,-95.96,,3,Subsurface,HR 1,116.84,111.76,2A1,A,Aeolian,10YR 3/2,10YR 3/2,,,,NA,sicl,#REF!,#REF!,#REF!,13.3,57.7,29,,,,,,,7.8,47,269,455,2958,0,19.3,3.6,19.7,76.7,,,6.9,3.4,15,1.08,0.09
New Orleans,NS14,NP14,NS14NP14L3,0.8,93,36,122,,,29.97,-90.12,Vacant Lot,3,Subsurface,HR 1,86.36,35.56,^Cg1,C,Anthropogenic,,,10YR,5,1,NA,c,#REF!,#REF!,#REF!,13.4,5.1,81.5,,,,,,,6.9,5,322,1020,4853,0,24.3,3.4,34.9,61.7,,,2.4,7.2,19.8,1.04,0.1
Omaha,OS9,OP18,OS9OP18L1,,,0,46,,Paxton,41.3,-95.96,,1,Surface,Surface,45.72,,Ap,A,Aeolian,10YR 3/3,10YR 3/3,,,,NA,sicl,#REF!,#REF!,#REF!,13.4,58.5,28,,,,,,,7.8,38,366,524,4162,0,20.3,4.6,21.5,73.9,,,14.3,4.1,14.7,3.18,0.27
New Orleans,NS15,NP15,NS15NP15L4,,,107,122,,,30.05,-89.97,Vacant Lot,4,Subsurface,HR 2,15.24,106.68,2Cg1,C,Alluival,,,10YR,5,1,NA,c,#REF!,#REF!,#REF!,13.5,32.2,54.3,,,,,,,4.6,12,377,1027,2870,17.1,38.9,2.5,22,36.9,,,7.1,0.1,285.5,5.05,0.41
New Orleans,NS7,NP7,NS7NP7L2,0.044344561,44,30,76,,,29.97,-90.01,Vacant Lot,2,Subsurface,HR 1,45.72,30.48,^Cg1,C,Anthropogenic,,,10YR,5,3,NA,c,#REF!,#REF!,#REF!,13.6,17.4,69.1,,,,,,,8.1,7,369,1168,4802,0,25.7,3.7,37.9,58.4,,,2.1,4.6,10.8,0.76,0.07
Omaha,OS1,OP1,OS1OP1L1,,,0,41,,Adams,41.29,-95.97,,1,Surface,Surface,40.64,,^A1u,A,Anthropogenic,10YR 3/2,10YR 3/2,,,,NA,sicl,#REF!,#REF!,#REF!,13.6,53.7,32.7,,,,,,5,7.7,24,252,680,4145,0,21.3,3,26.6,70.4,,,24.5,7.6,28.1,2.28,0.16
Cincinnati,CIS16,CIP32,CIS16CIP32L3,48.88043284,87,12,140,,,39.13,-84.55,NATIVE,3,Subsurface,HR 1,128,12,2C2,C,,2.5Y 6/4; 2.5Y 5/6,2.5Y 6/4,2.5Y,6,4,NA,sil,#REF!,#REF!,#REF!,14.16,54.61,31.23,,,,,,0,8.22,1,100,407,10881.3,0,18.65,1.4,18.2,80.4,,,1.85,0.92,21.67,2.29,0.04
Cincinnati,CIS10,CIP19,CIS10CIP19L2,,,20,98,,,39.12,-84.57,NATIVE,2,Subsurface,HR 1,78,20,2C2,C,,2.5Y 7/4,2.5Y 7/4,2.5Y,7,4,NA,l,#REF!,#REF!,#REF!,14.29,60.79,24.92,,,,,,60,8.18,8,96,306,7541.3,0,17.8,1.4,14.3,84.3,,,15.96,3.09,17.54,2.37,0.09
Cleveland,CLS3,CLP6,CLS3CLP6L5,0.25,121,94,125,,,41.55,-81.58,NATIVE,5,Subsurface,HR 1,31,94,^C4u,C,,10YR 6/3,10YR 6/3,10YR,6,3,NA,sicl,#REF!,#REF!,#REF!,14.36,54.98,30.66,,,,,,10,4.8,4,106,191,2877.77,11.1,16.78,1.6,9.5,22.7,,,617.7,8,184.5,0.97,0.11
Cincinnati,CIS21,CIP42,CIS21CIP42L1,,,0,15,0.020689655,,39.12,-84.57,NATIVE,1,Surface,Surface,15,,^C1u,C,Anthropogenic/Till/Residual,10YR 4/4,10YR 4/4,10YR,4,4,NA,sil,#REF!,#REF!,#REF!,14.66,49.9,35.44,,,,,,10,7.92,28,165,262,5743.9,0,17.61,2.4,12.4,85.2,,,17.84,5.74,29.49,3.55,0.2
Cleveland,CLS30,CLP60,CLS30CLP60L4,0.098991447,117,82,150,,,41.44,-81.78,FILL,4,Subsurface,HR 1,68,82,2C,C,,10YR 3/4,10YR 3/4,10YR,3,4,NA,sicl,#REF!,#REF!,#REF!,14.8,55.04,30.16,,,,,,0,8.6,1,109,353,2207.29,0,18.22,1.5,16.1,82.3,,,1,1.1,30.9,2.28,0.08
San Juan,PRS9,PRP9,PRS9PRP9L3,0.182781066,96,60,120,,Atenas Pineapple Farm 1,18.42,-66.46,FARM,3,Subsurface,HR 2,60,60,Bo2,B,Colluvial/Alluvial,10R 4/6,10R 4/6,10R,4,6,NA,c,#REF!,#REF!,#REF!,15,7.9,77.1,,,,,,,4.4,1,86,64,1423,5.7,13.6,1.6,3.9,52.4,,,1.1,0.9,246.2,0.28,0.14
Cleveland,CLS4,CLP8,CLS4CLP8L6,0.58,117,90,160,,,41.53,-81.6,NATIVE,6,Subsurface,HR 2,70,90,3C1,C,,10YR 5/4,10YR 5/4,10YR,5,4,NA,sicl,#REF!,#REF!,#REF!,15.26,47.17,37.57,,,,,,0,7.1,1,72,342,2444.33,0,12.23,1.5,23.3,75.2,,,3.3,2.5,36,0.35,0.07
Omaha,OS6,OP12,OS6OP12L4,0.084,145,91,198,,Hanscom,41.24,-95.96,,4,Subsurface,HR 1,106.68,91.44,^C3,C,Anthropogenic,10YR 5/6,10YR 5/6,,,,NA,sil,#REF!,#REF!,#REF!,16,59.1,24.9,,,,,,,8.2,46,305,539,3902,0,20.3,3.9,22.2,74,,,38.2,5.5,22.4,1.03,0.05
Omaha,OS6,OP12,OS6OP12L1,,,0,10,,Hanscom,41.24,-95.96,,1,Surface,Surface,10.16,,^A,A,Anthropogenic,10YR 4/4,10YR 4/4,,,,NA,sil,#REF!,#REF!,#REF!,16.2,58.8,25,,,,,,,6.9,40,335,536,3165,0,20.3,4.2,22,73.8,,,4.2,2.1,12.7,1.76,0.19
Portland,PORS14,PORP45,PORS14PORP45L5,0.237643,123,120,150,,Presumpscot Elementary,43.68,-70.26,School,5,Subsurface,HR 1,30,120,2Cg1,C,Glacio-Fluvial,2.5Y 5/2,2.5Y 5/2,2.5Y,5,2,NA,sic,#REF!,#REF!,#REF!,16.4,32.3,51.3,0,1.2,3.6,10.8,84.3,,5.6,27,191,405,1211,5.1,15,3.3,22.5,40.3,,,0.5,0.7,28,0.17,0.02
Omaha,OS5,OP9,OS5OP9L1,,,0,36,,Gallagher,41.29,-96,,1,Surface,Surface,35.56,,Ap,A,Aeolian,10YR 2/2,10YR 2/2,,,,NA,sicl,#REF!,#REF!,#REF!,16.4,54.6,29,,,,,,,7,47,415,335,3430,0,18.9,5.6,14.8,79.6,,,10.7,3.3,12.8,2.53,0.21
San Juan,PRS9,PRP9,PRS9PRP9L2,0.054294608,45,15,60,,Atenas Pineapple Farm 1,18.42,-66.46,FARM,2,Subsurface,HR 1,45,15,Bo1,B,Colluvial/Alluvial,10R 4/6,10R 4/6,10R,4,6,NA,c,#REF!,#REF!,#REF!,16.5,6.8,76.7,,,,,,,5,1,191,48,979,5.1,10.9,4.5,3.7,45,,,0.9,1,296.5,0.38,0.15
Omaha,OS14,OP31,OS14OP31L1,,,0,25,,Turner,41.25,-95.96,,1,Surface,Surface,25.4,,^A,A,Anthropogenic,10YR 3/2,10YR 3/2,,,,NA,sil,#REF!,#REF!,#REF!,16.5,59.4,24.1,,,,,,,7.2,281,579,512,3544,0,20.8,7.2,20.6,72.3,,,47.2,4.3,20,4.84,0.42
New Orleans,NS7,NP7,NS7NP7L1,,,0,30,3.393488372,,29.97,-90.01,Vacant Lot,1,Surface,Surface,30.48,,^Au,A,Anthropogenic,,,10YR,4,2,NA,c,#REF!,#REF!,#REF!,16.6,12.6,70.8,24.5,16.3,18.4,31.6,9.2,25,7.8,156,378,1010,5604,0,24.4,4,34.5,61.5,,,81.3,11.7,21.2,2.92,0.2
New Orleans,NS20,NP20,NS20NP20L4,1.459039625,114,91,122,,,30.03,-89.96,Vacant Lot,4,Subsurface,HR 2,30.48,91.44,2A,A,Alluival,,,10YR,3,2,NA,c,#REF!,#REF!,#REF!,16.8,4.2,79,,,,,,,6.1,6,377,2527,3510,8.7,45.7,2.1,46.1,32.8,,,7,4.1,25.4,3.45,0.28
Cleveland,CLS19,CLP38,CLS19CLP38L5,0.451424285,162,150,176,,,41.47,-81.63,NATIVE,5,Subsurface,HR 1,26,150,2Cr1,C,,7.5YR 7/3,7.5YR 7/3,7.5YR,7,3,NA,**R,#REF!,#REF!,#REF!,17.86,64.58,17.56,,,,,,0,5.8,4,62,243,2667.24,4.5,12.51,1.3,16.2,46.6,,,9.1,4.9,28.1,0.72,0.08
Omaha,OS3,OP6,OS3OP6L1,,,0,15,,Dewey,41.26,-95.96,,1,Surface,Surface,15.24,,^C1,C,Anthropogenic,10YR 5/4,10YR 5/4,,,,NA,sicl,#REF!,#REF!,#REF!,18.3,53.7,28,,,,,,,7.9,15,230,489,4514,0,19.7,3,20.7,76.3,,,12.5,3.5,10.9,1.09,0.08
Cincinnati,CIS20,CIP41,CIS20CIP41L1,,,0,10,0.268965517,,39.11,-84.57,FILL,1,Surface,Surface,10,,^Au,A,Anthropogenic/Till/Residual,10YR 3/3,10YR 3/3,10YR,3,3,NA,sil,#REF!,#REF!,#REF!,18.34,51.54,30.11,,,,,,20,7.46,106,198,278,4874.1,0,17.82,2.8,13,84.2,,,56.14,5.95,15.77,6.42,0.39
Cincinnati,CIS28,CIP56,CIS28CIP56L1,,,0,15,0.496551724,Glenway Park,39.11,-84.56,NATIVE,1,Surface,Surface,15,,A,A,Till/Residual,10YR 4/3,10YR 4/3,10YR,4,3,NA,sil,#REF!,#REF!,#REF!,18.99,57.11,23.91,,,,,,0,6.19,41,96,355,2691.4,3.9,20.56,1.2,14.4,65.4,,,5.79,3.07,12.87,2.45,0.24
Omaha,OS14,OP31,OS14OP31L2,0.969,69,25,112,,Turner,41.25,-95.96,,2,Subsurface,HR 1,86.36,25.4,^Cu,C,Anthropogenic,10YR 6/4,10YR 6/4,,,,NA,sil,#REF!,#REF!,#REF!,19,58,23,,,,,,10,8,68,273,501,3377,0,19.9,3.5,21,75.5,,,64.8,6.3,14.5,5.1,0.13
Cleveland,CLS17,CLP34,CLS17CLP34L4,0.005723214,117,74,195,,,41.48,-81.63,NATIVE,4,Subsurface,HR 1,121,74,2C2,C,,10YR 5/6,10YR 5/6,10YR,5,6,NA,sil,#REF!,#REF!,#REF!,19.02,58.68,22.3,,,,,,0,6.7,3,69,216,2395.97,3.4,14.45,1.2,12.5,62.8,,,2,1.8,36.7,0.34,0.05
New Orleans,NS18,NP18,NS18NP18L2,0.13,120,46,163,,,29.92,-90.09,Vacant Lot,2,Subsurface,HR 1,116.84,45.72,2Cg1,C,Alluival,,,10YR,5,2,NA,sicl,#REF!,#REF!,#REF!,19.1,44.1,36.8,,,,,,,7.7,95,367,171,3443,0,17.4,5.4,8.2,86.4,,,6.3,5.9,11.9,0.58,0.06
